26,מכבי_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-01-10,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
27,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,הפועל_אשקלון,2018-01-14,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
28,רעננה,3,0,0,1,8.0,2,1,0,51,0,21,44,22,25,0,4,0,0,1,5,2,3,0,14,0,0,7.0,15,7,8,0,13,0,0,10,16,10,10,0,1,0,0,0,7,2,2,0,0,18,0,0,4,44,10,7,0,0,0,0,0,5,2,2,0,1,0,0,2,15,6,4,0,4.0,0.0,0.0,2.0,16.0,7.0,4.0,0.0,2,0,0,0,7.0,0,0,0,הפועל_אשקלון,2018-01-14,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
29,בני_יהודה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-01-20,18:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
30,בני_יהודה,3,3,1,1,0.0,5,0,0,15,12,14,2,15,2,2,3,2,0,1,1,0,0,0,7,1,0,2.0,3,10,1,0,18,11,1,7,1,28,3,2,5,0,0,11,1,4,0,0,1,20,9,1,5,2,15,0,0,1,3,0,0,1,0,0,0,13,0,0,0,3,80,0,0,24.0,6.0,1.0,0.0,1.0,83.0,0.0,0.0,8,0,0,27,1.0,7,0,0,רעננה,2018-01-20,18:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
31,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,באר_שבע,2018-01-27,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
32,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,באר_שבע,2018-01-27,20:30:00,1,0.1111111111111111,0.3333333333333333,1,0,0
33,עכו,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-02-03,18:15:00,1,0.1111111111111111,0.3333333333333333,1,0,0
34,עכו,0,0,0,1,0.0,1,0,2,1,0,1,0,5,0,6,0,0,0,0,0,1,1,2,0,0,0,0.0,0,0,0,4,1,0,0,1,0,2,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,2,רעננה,2018-02-03,18:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
35,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
36,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
37,רעננה,0,6,76,4,75.0,2,2,30,145,61,2,53,8,7,3,61,22,9,1,23,5,3,1,138,40,14,4.0,14,2,3,7,173,53,31,3,34,4,6,8,46,17,2,0,23,1,2,2,17,136,183,17,0,53,6,2,0,25,114,2,0,23,3,0,0,241,110,12,0,14,0,2,10,153.0,118.0,13.0,1.0,34.0,2.0,3.0,4.0,43,53,1,0,23.0,3,4,1,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
38,רעננה,0,6,76,4,75.0,2,2,30,145,61,2,53,8,7,3,61,22,9,1,23,5,3,1,138,40,14,4.0,14,2,3,7,173,53,31,3,34,4,6,8,46,17,2,0,23,1,2,2,17,136,183,17,0,53,6,2,0,25,114,2,0,23,3,0,0,241,110,12,0,14,0,2,10,153.0,118.0,13.0,1.0,34.0,2.0,3.0,4.0,43,53,1,0,23.0,3,4,1,מכבי_תל_אביב,2018-02-17,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
39,מס_אשדוד,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,רעננה,2018-02-24,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
40,מס_אשדוד,0,0,4,0,2.0,0,0,0,1,2,3,6,1,0,1,0,2,2,0,1,1,0,0,1,1,3,1.0,7,1,1,1,0,2,8,0,2,1,1,3,0,0,1,0,2,0,0,0,5,0,0,3,2,6,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,7,0,0,1,0.0,1.0,8.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,2.0,0,0,0,רעננה,2018-02-24,16:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
41,רעננה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2018-03-18,19:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
42,מכבי_חיפה,6,1,0,1,2.0,0,0,0,6,3,1,7,0,1,1,2,2,0,1,2,0,1,0,1,1,0,1.0,2,0,0,0,13,2,0,1,13,0,4,1,0,0,0,0,0,0,0,0,0,30,6,0,3,7,0,1,0,0,6,0,3,2,0,0,0,0,0,0,3,2,0,0,0,34.0,7.0,0.0,3.0,13.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2017-10-14,18:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
43,מכבי_חיפה,0,3,0,0,0.0,0,0,0,7,1,1,0,0,2,1,2,0,0,0,0,0,1,0,3,1,2,3.0,0,0,1,0,7,1,3,2,1,1,4,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0,0,מכבי_פתח_תקווה,2017-10-14,18:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
44,מכבי_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_נתניה,2017-11-25,20:30:00,6,0.6666666666666666,0.7071067811865476,2,0,0
45,מכבי_חיפה,7,0,0,1,2.0,9,2,3,8,2,5,2,23,2,4,7,1,1,3,0,18,3,4,5,6,2,2.0,3,10,2,2,26,5,2,9,2,28,5,9,1,0,0,0,1,0,0,0,1,0,0,0,2,2,17,0,1,0,0,0,0,0,18,1,1,0,5,0,2,3,6,1,1,9.0,5.0,0.0,1.0,2.0,21.0,2.0,2.0,0,0,0,0,1.0,0,0,0,מכבי_נתניה,2017-11-25,20:30:00,6,0.6666666666666666,0.7071067811865476,2,0,0
46,בני_יהודה,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,מכבי_חיפה,2017-12-16,20:30:00,4,0.4444444444444444,0.5270462766947299,1,0,0
47,בני_יהודה,2,0,1,1,0.0,1,0,0,15,0,12,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1,3.0,0,1,0,0,10,2,21,8,0,10,0,2,0,0,0,0,0,1,0,0,1,3,0,1,5,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2.0,2.0,19.0,3.0,0.0,19.0,0.0,2.0,0,0,0,0,0.0,0,0,0,מכבי_חיפה,2017-12-16,20:30:00,4,0.4444444444444444,0.5270462766947299,1,0,0
48,מכבי_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,ביתר_ירושלים,2018-02-03,20:30:00,2,0.2222222222222222,0.44095855184409843,1,0,0
49,מכבי_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,ביתר_ירושלים,2018-02-03,20:30:00,2,0.2222222222222222,0.44095855184409843,1,0,0
50,מכבי_חיפה,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2018-04-21,18:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
51,מס_אשדוד,18,21,3,0,1.0,8,2,1,44,42,31,4,1,36,2,32,19,6,7,1,0,1,1,41,47,9,10.0,2,1,37,4,61,47,15,35,4,1,2,12,5,9,4,1,0,0,0,1,8,78,125,4,36,4,0,14,0,83,45,3,9,1,0,0,0,57,149,5,47,2,0,59,0,93.0,81.0,6.0,67.0,4.0,0.0,1.0,1.0,14,22,6,0,0.0,0,0,0,ביתר_ירושלים,2017-08-28,20:30:00,2,0.2222222222222222,0.44095855184409843,1,0,0
52,מס_אשדוד,18,21,3,0,1.0,8,2,1,44,42,31,4,1,36,2,32,19,6,7,1,0,1,1,41,47,9,10.0,2,1,37,4,61,47,15,35,4,1,2,12,5,9,4,1,0,0,0,1,8,78,125,4,36,4,0,14,0,83,45,3,9,1,0,0,0,57,149,5,47,2,0,59,0,93.0,81.0,6.0,67.0,4.0,0.0,1.0,1.0,14,22,6,0,0.0,0,0,0,ביתר_ירושלים,2017-08-28,20:30:00,1,0.1111111111111111,0.3333333333333333,1,1,1
53,מס_אשדוד,8,0,0,2,2.0,0,0,3,25,0,8,2,3,1,11,11,0,0,3,3,0,0,2,17,0,0,4.0,2,1,0,5,16,0,1,6,0,2,1,10,4,0,0,0,2,0,0,0,1,12,0,0,11,2,1,0,11,7,0,0,3,3,0,0,1,9,0,0,9,2,0,0,4,5.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,3,0,0,0,2.0,0,0,0,ביתר_ירושלים,2017-08-28,20:30:00,2,0.2222222222222222,0.44095855184409843,1,0,0
54,מס_אשדוד,8,0,0,2,2.0,0,0,3,25,0,8,2,3,1,11,11,0,0,3,3,0,0,2,17,0,0,4.0,2,1,0,5,16,0,1,6,0,2,1,10,4,0,0,0,2,0,0,0,1,12,0,0,11,2,1,0,11,7,0,0,3,3,0,0,1,9,0,0,9,2,0,0,4,5.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,3,0,0,0,2.0,0,0,0,ביתר_ירושלים,2017-08-28,20:30:00,1,0.1111111111111111,0.3333333333333333,1,1,2
55,ביתר_ירושלים,12,3,14,1,2.0,0,5,1,53,10,0,5,0,25,0,14,6,11,0,2,0,5,0,24,5,23,0.0,1,1,12,0,56,12,34,0,4,1,24,0,4,0,11,0,0,0,4,0,22,164,8,83,0,5,0,93,0,100,8,86,0,2,0,13,0,37,1,109,0,1,0,23,0,197.0,3.0,135.0,0.0,4.0,0.0,91.0,0.0,7,0,95,0,0.0,0,5,0,מכבי_פתח_תקווה,2017-09-11,21:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
56,ביתר_ירושלים,12,3,14,0,2.0,1,5,1,7,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,7,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,מכבי_פתח_תקווה,2017-09-11,21:00:00,1,0.1111111111111111,0.3333333333333333,1,0,0
57,קרית_שמונה,53,13,1,0,8.0,9,1,2,96,38,13,12,0,0,2,43,22,4,9,2,0,16,0,80,57,0,23.0,9,0,1,8,116,54,1,16,8,0,1,7,25,7,5,6,4,0,1,1,4,293,141,0,24,12,0,0,1,188,125,0,6,2,0,0,0,282,239,0,39,9,0,0,6,357.0,210.0,0.0,61.0,8.0,0.0,0.0,1.0,59,9,0,29,4.0,0,0,1,ביתר_ירושלים,2017-09-25,20:30:00,0,0.0,0.0,0,0,0
58,קרית_שמונה,0,0,0,0,0.0,0,0,0,19,4,6,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,17,12,0,6,1,3,1,2,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,ביתר_ירושלים,2017-09-25,20:30:00,0,0.0,0.0,0,0,0
59,מכבי_נתניה,24,0,0,0,1.0,0,0,0,58,0,0,6,1,3,0,14,0,0,0,5,1,4,0,37,0,1,0.0,1,0,2,0,71,0,2,0,5,0,5,0,14,0,1,0,2,0,0,0,1,88,0,0,0,6,0,0,0,9,0,0,0,5,0,0,0,98,0,0,0,1,0,0,0,62.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,21,0,0,0,2.0,0,0,0,ביתר_ירושלים,2017-10-16,21:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
60,מכבי_נתניה,13,2,2,1,1.0,1,2,0,27,5,4,1,2,10,4,14,4,2,8,3,1,3,1,23,3,3,3.0,2,0,6,4,24,6,5,7,3,4,9,0,6,0,0,1,0,0,0,0,5,26,4,2,1,1,0,6,2,22,0,0,1,3,0,1,0,25,2,2,0,2,0,3,1,24.0,2.0,3.0,2.0,3.0,0.0,6.0,0.0,18,0,0,1,0.0,0,0,0,ביתר_ירושלים,2017-10-16,21:00:00,2,0.2222222222222222,0.44095855184409843,1,0,0
61,הפועל_אשקלון,16,1,22,48,2.0,1,46,0,32,8,14,4,71,54,0,9,16,10,3,0,16,0,1,24,6,37,8.0,8,89,57,1,30,7,47,25,5,52,43,1,6,1,10,0,2,37,32,37,35,199,4,76,54,4,42,91,0,21,6,69,0,0,40,19,9,172,4,41,34,8,157,203,0,150.0,6.0,32.0,43.0,5.0,66.0,77.0,0.0,121,0,18,0,2.0,54,122,0,ביתר_ירושלים,2017-10-28,20:30:00,3,0.3333333333333333,0.5,1,0,0
62,הפועל_אשקלון,8,7,10,1,0.0,0,0,3,10,9,3,1,0,2,6,7,5,13,3,2,0,2,2,17,13,27,0.0,2,0,1,11,11,9,32,3,2,0,4,6,9,8,9,0,1,0,0,3,38,3,18,18,0,1,0,0,2,2,12,15,0,2,0,0,0,7,32,16,0,2,0,0,2,7.0,26.0,17.0,0.0,2.0,0.0,4.0,1.0,7,14,4,0,1.0,0,0,1,ביתר_ירושלים,2017-10-28,20:30:00,3,0.3333333333333333,0.5,1,0,0
63,ביתר_ירושלים,0,0,17,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,43,0.0,0,0,0,0,0,0,22,0,0,43,0,0,0,0,11,0,0,0,0,0,22,0,0,83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147,0,0,0,0,0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0,0,26,0,0.0,0,0,0,בני_יהודה,2017-11-04,20:30:00,4,0.4444444444444444,0.7264831572567789,2,0,0
64,ביתר_ירושלים,2,4,6,1,9.0,0,2,19,10,12,9,11,3,3,35,0,4,4,1,1,1,0,17,7,11,10,4.0,11,0,2,15,11,13,5,10,15,3,4,43,2,4,7,6,4,15,1,9,9,1,2,10,5,11,0,1,29,0,0,5,0,1,0,0,23,2,3,18,1,11,0,1,16,3.0,2.0,11.0,7.0,15.0,2.0,1.0,62.0,0,0,5,0,4.0,2,1,8,בני_יהודה,2017-11-04,20:30:00,4,0.4444444444444444,0.7264831572567789,2,0,0
65,באר_שבע,15,0,0,1,0.0,0,0,0,0,0,49,0,6,0,0,0,0,0,16,0,5,0,0,0,0,0,23.0,0,3,0,0,0,0,0,27,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,31,0,92,0,0,0,0,0,26,0,45,0,0,0,0,0,19,0,6,0,0,0.0,0.0,0.0,42.0,0.0,84.0,0.0,0.0,0,0,0,21,0.0,1,0,0,ביתר_ירושלים,2017-11-27,21:00:00,3,0.3333333333333333,0.5,1,0,0
